"vd_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc]
Num. Points : [51]
Matrix Size : scalar
Type : Real","vg_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc,vg_dc]
Num. Points : [51,51]
Matrix Size : scalar
Type : Real","freq
References : ['mag(AC.I_Probe1.i)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","mag(AC.I_Probe1.i)
References : []
Dependency : [vd_dc,vg_dc,freq]
Num. Points : [51,51,51]
Matrix Size : scalar
Type : Real"
vd_dc, vg_dc, freq, ids_ac
3.100,2.600,1.000e6,5.387E-7
3.100,2.600,1.259e6,5.387E-7
3.100,2.600,1.585e6,5.387E-7
3.100,2.600,1.995e6,5.387E-7
3.100,2.600,2.512e6,5.387E-7
3.100,2.600,3.162e6,5.387E-7
3.100,2.600,3.981e6,5.387E-7
3.100,2.600,5.012e6,5.387E-7
3.100,2.600,6.310e6,5.387E-7
3.100,2.600,7.943e6,5.387E-7
3.100,2.600,10.00e6,5.387E-7
3.100,2.600,12.59e6,5.387E-7
3.100,2.600,15.85e6,5.387E-7
3.100,2.600,19.95e6,5.387E-7
3.100,2.600,25.12e6,5.387E-7
3.100,2.600,31.62e6,5.387E-7
3.100,2.600,39.81e6,5.387E-7
3.100,2.600,50.12e6,5.387E-7
3.100,2.600,63.10e6,5.387E-7
3.100,2.600,79.43e6,5.387E-7
3.100,2.600,100.0e6,5.387E-7
3.100,2.600,125.9e6,5.387E-7
3.100,2.600,158.5e6,5.387E-7
3.100,2.600,199.5e6,5.387E-7
3.100,2.600,251.2e6,5.387E-7
3.100,2.600,316.2e6,5.387E-7
3.100,2.600,398.1e6,5.387E-7
3.100,2.600,501.2e6,5.387E-7
3.100,2.600,631.0e6,5.387E-7
3.100,2.600,794.3e6,5.387E-7
3.100,2.600,1.000e9,5.387E-7
3.100,2.600,1.259e9,5.387E-7
3.100,2.600,1.585e9,5.387E-7
3.100,2.600,1.995e9,5.387E-7
3.100,2.600,2.512e9,5.387E-7
3.100,2.600,3.162e9,5.387E-7
3.100,2.600,3.981e9,5.387E-7
3.100,2.600,5.012e9,5.387E-7
3.100,2.600,6.310e9,5.387E-7
3.100,2.600,7.943e9,5.387E-7
3.100,2.600,10.00e9,5.387E-7
3.100,2.700,100.0e3,5.594E-7
3.100,2.700,125.9e3,5.594E-7
3.100,2.700,158.5e3,5.594E-7
3.100,2.700,199.5e3,5.594E-7
3.100,2.700,251.2e3,5.594E-7
3.100,2.700,316.2e3,5.594E-7
3.100,2.700,398.1e3,5.594E-7
3.100,2.700,501.2e3,5.594E-7
3.100,2.700,631.0e3,5.594E-7
3.100,2.700,794.3e3,5.594E-7
3.100,2.700,1.000e6,5.594E-7
3.100,2.700,1.259e6,5.594E-7
3.100,2.700,1.585e6,5.594E-7
3.100,2.700,1.995e6,5.594E-7
3.100,2.700,2.512e6,5.594E-7
3.100,2.700,3.162e6,5.594E-7
3.100,2.700,3.981e6,5.594E-7
3.100,2.700,5.012e6,5.594E-7
3.100,2.700,6.310e6,5.594E-7
3.100,2.700,7.943e6,5.594E-7
3.100,2.700,10.00e6,5.594E-7
3.100,2.700,12.59e6,5.594E-7
3.100,2.700,15.85e6,5.594E-7
3.100,2.700,19.95e6,5.594E-7
3.100,2.700,25.12e6,5.594E-7
3.100,2.700,31.62e6,5.594E-7
3.100,2.700,39.81e6,5.594E-7
3.100,2.700,50.12e6,5.594E-7
3.100,2.700,63.10e6,5.594E-7
3.100,2.700,79.43e6,5.594E-7
3.100,2.700,100.0e6,5.594E-7
3.100,2.700,125.9e6,5.594E-7
3.100,2.700,158.5e6,5.594E-7
3.100,2.700,199.5e6,5.594E-7
3.100,2.700,251.2e6,5.594E-7
3.100,2.700,316.2e6,5.594E-7
3.100,2.700,398.1e6,5.594E-7
3.100,2.700,501.2e6,5.594E-7
3.100,2.700,631.0e6,5.594E-7
3.100,2.700,794.3e6,5.594E-7
3.100,2.700,1.000e9,5.594E-7
3.100,2.700,1.259e9,5.594E-7
3.100,2.700,1.585e9,5.594E-7
3.100,2.700,1.995e9,5.594E-7
3.100,2.700,2.512e9,5.594E-7
3.100,2.700,3.162e9,5.594E-7
3.100,2.700,3.981e9,5.594E-7
3.100,2.700,5.012e9,5.594E-7
3.100,2.700,6.310e9,5.594E-7
3.100,2.700,7.943e9,5.594E-7
3.100,2.700,10.00e9,5.594E-7
3.100,2.800,100.0e3,5.801E-7
3.100,2.800,125.9e3,5.801E-7
3.100,2.800,158.5e3,5.801E-7
3.100,2.800,199.5e3,5.801E-7
3.100,2.800,251.2e3,5.801E-7
3.100,2.800,316.2e3,5.801E-7
3.100,2.800,398.1e3,5.801E-7
3.100,2.800,501.2e3,5.801E-7
3.100,2.800,631.0e3,5.801E-7
3.100,2.800,794.3e3,5.801E-7
3.100,2.800,1.000e6,5.801E-7
3.100,2.800,1.259e6,5.801E-7
3.100,2.800,1.585e6,5.801E-7
3.100,2.800,1.995e6,5.801E-7
3.100,2.800,2.512e6,5.801E-7
3.100,2.800,3.162e6,5.801E-7
3.100,2.800,3.981e6,5.801E-7
3.100,2.800,5.012e6,5.801E-7
3.100,2.800,6.310e6,5.801E-7
3.100,2.800,7.943e6,5.801E-7
3.100,2.800,10.00e6,5.801E-7
3.100,2.800,12.59e6,5.801E-7
3.100,2.800,15.85e6,5.801E-7
3.100,2.800,19.95e6,5.801E-7
3.100,2.800,25.12e6,5.801E-7
3.100,2.800,31.62e6,5.801E-7
3.100,2.800,39.81e6,5.801E-7
3.100,2.800,50.12e6,5.801E-7
3.100,2.800,63.10e6,5.801E-7
3.100,2.800,79.43e6,5.801E-7
3.100,2.800,100.0e6,5.801E-7
3.100,2.800,125.9e6,5.801E-7
3.100,2.800,158.5e6,5.801E-7
3.100,2.800,199.5e6,5.801E-7
3.100,2.800,251.2e6,5.801E-7
3.100,2.800,316.2e6,5.801E-7
3.100,2.800,398.1e6,5.801E-7
3.100,2.800,501.2e6,5.801E-7
3.100,2.800,631.0e6,5.801E-7
3.100,2.800,794.3e6,5.801E-7
3.100,2.800,1.000e9,5.801E-7
3.100,2.800,1.259e9,5.801E-7
3.100,2.800,1.585e9,5.801E-7
3.100,2.800,1.995e9,5.801E-7
3.100,2.800,2.512e9,5.801E-7
3.100,2.800,3.162e9,5.801E-7
3.100,2.800,3.981e9,5.801E-7
3.100,2.800,5.012e9,5.801E-7
3.100,2.800,6.310e9,5.801E-7
3.100,2.800,7.943e9,5.801E-7
3.100,2.800,10.00e9,5.801E-7
3.100,2.900,100.0e3,6.008E-7
3.100,2.900,125.9e3,6.008E-7
3.100,2.900,158.5e3,6.008E-7
3.100,2.900,199.5e3,6.008E-7
3.100,2.900,251.2e3,6.008E-7
3.100,2.900,316.2e3,6.008E-7
3.100,2.900,398.1e3,6.008E-7
3.100,2.900,501.2e3,6.008E-7
3.100,2.900,631.0e3,6.008E-7
3.100,2.900,794.3e3,6.008E-7
3.100,2.900,1.000e6,6.008E-7
3.100,2.900,1.259e6,6.008E-7
3.100,2.900,1.585e6,6.008E-7
3.100,2.900,1.995e6,6.008E-7
3.100,2.900,2.512e6,6.008E-7
3.100,2.900,3.162e6,6.008E-7
3.100,2.900,3.981e6,6.008E-7
3.100,2.900,5.012e6,6.008E-7
3.100,2.900,6.310e6,6.008E-7
3.100,2.900,7.943e6,6.008E-7
3.100,2.900,10.00e6,6.008E-7
3.100,2.900,12.59e6,6.008E-7
3.100,2.900,15.85e6,6.008E-7
3.100,2.900,19.95e6,6.008E-7
3.100,2.900,25.12e6,6.008E-7
3.100,2.900,31.62e6,6.008E-7
3.100,2.900,39.81e6,6.008E-7
3.100,2.900,50.12e6,6.008E-7
3.100,2.900,63.10e6,6.008E-7
3.100,2.900,79.43e6,6.008E-7
3.100,2.900,100.0e6,6.008E-7
3.100,2.900,125.9e6,6.008E-7
3.100,2.900,158.5e6,6.008E-7
3.100,2.900,199.5e6,6.008E-7
3.100,2.900,251.2e6,6.008E-7
3.100,2.900,316.2e6,6.008E-7
3.100,2.900,398.1e6,6.008E-7
3.100,2.900,501.2e6,6.008E-7
3.100,2.900,631.0e6,6.008E-7
3.100,2.900,794.3e6,6.008E-7
3.100,2.900,1.000e9,6.008E-7
3.100,2.900,1.259e9,6.008E-7
3.100,2.900,1.585e9,6.008E-7
3.100,2.900,1.995e9,6.008E-7
3.100,2.900,2.512e9,6.008E-7
3.100,2.900,3.162e9,6.008E-7
3.100,2.900,3.981e9,6.008E-7
3.100,2.900,5.012e9,6.008E-7
3.100,2.900,6.310e9,6.008E-7
3.100,2.900,7.943e9,6.008E-7
3.100,2.900,10.00e9,6.008E-7
3.100,3.000,100.0e3,6.216E-7
3.100,3.000,125.9e3,6.216E-7
3.100,3.000,158.5e3,6.216E-7
3.100,3.000,199.5e3,6.216E-7
3.100,3.000,251.2e3,6.216E-7
3.100,3.000,316.2e3,6.216E-7
3.100,3.000,398.1e3,6.216E-7
3.100,3.000,501.2e3,6.216E-7
3.100,3.000,631.0e3,6.216E-7
3.100,3.000,794.3e3,6.216E-7
3.100,3.000,1.000e6,6.216E-7
3.100,3.000,1.259e6,6.216E-7
3.100,3.000,1.585e6,6.216E-7
3.100,3.000,1.995e6,6.216E-7
3.100,3.000,2.512e6,6.216E-7
3.100,3.000,3.162e6,6.216E-7
3.100,3.000,3.981e6,6.216E-7
3.100,3.000,5.012e6,6.216E-7
3.100,3.000,6.310e6,6.216E-7
3.100,3.000,7.943e6,6.216E-7
3.100,3.000,10.00e6,6.216E-7
3.100,3.000,12.59e6,6.216E-7
3.100,3.000,15.85e6,6.216E-7
3.100,3.000,19.95e6,6.216E-7
3.100,3.000,25.12e6,6.216E-7
3.100,3.000,31.62e6,6.216E-7
3.100,3.000,39.81e6,6.216E-7
3.100,3.000,50.12e6,6.216E-7
3.100,3.000,63.10e6,6.216E-7
3.100,3.000,79.43e6,6.216E-7
3.100,3.000,100.0e6,6.216E-7
3.100,3.000,125.9e6,6.216E-7
3.100,3.000,158.5e6,6.216E-7
3.100,3.000,199.5e6,6.216E-7
3.100,3.000,251.2e6,6.216E-7
3.100,3.000,316.2e6,6.216E-7
3.100,3.000,398.1e6,6.216E-7
3.100,3.000,501.2e6,6.216E-7
3.100,3.000,631.0e6,6.216E-7
3.100,3.000,794.3e6,6.216E-7
3.100,3.000,1.000e9,6.216E-7
3.100,3.000,1.259e9,6.216E-7
3.100,3.000,1.585e9,6.216E-7
3.100,3.000,1.995e9,6.216E-7
3.100,3.000,2.512e9,6.216E-7
3.100,3.000,3.162e9,6.216E-7
3.100,3.000,3.981e9,6.216E-7
3.100,3.000,5.012e9,6.216E-7
3.100,3.000,6.310e9,6.216E-7
3.100,3.000,7.943e9,6.216E-7
3.100,3.000,10.00e9,6.216E-7
3.100,3.100,100.0e3,6.423E-7
3.100,3.100,125.9e3,6.423E-7
3.100,3.100,158.5e3,6.423E-7
3.100,3.100,199.5e3,6.423E-7
3.100,3.100,251.2e3,6.423E-7
3.100,3.100,316.2e3,6.423E-7
3.100,3.100,398.1e3,6.423E-7
3.100,3.100,501.2e3,6.423E-7
3.100,3.100,631.0e3,6.423E-7
3.100,3.100,794.3e3,6.423E-7
3.100,3.100,1.000e6,6.423E-7
3.100,3.100,1.259e6,6.423E-7
3.100,3.100,1.585e6,6.423E-7
3.100,3.100,1.995e6,6.423E-7
3.100,3.100,2.512e6,6.423E-7
3.100,3.100,3.162e6,6.423E-7
3.100,3.100,3.981e6,6.423E-7
3.100,3.100,5.012e6,6.423E-7
3.100,3.100,6.310e6,6.423E-7
3.100,3.100,7.943e6,6.423E-7
3.100,3.100,10.00e6,6.423E-7
3.100,3.100,12.59e6,6.423E-7
3.100,3.100,15.85e6,6.423E-7
3.100,3.100,19.95e6,6.423E-7
3.100,3.100,25.12e6,6.423E-7
3.100,3.100,31.62e6,6.423E-7
3.100,3.100,39.81e6,6.423E-7
3.100,3.100,50.12e6,6.423E-7
3.100,3.100,63.10e6,6.423E-7
3.100,3.100,79.43e6,6.423E-7
3.100,3.100,100.0e6,6.423E-7
3.100,3.100,125.9e6,6.423E-7
3.100,3.100,158.5e6,6.423E-7
3.100,3.100,199.5e6,6.423E-7
3.100,3.100,251.2e6,6.423E-7
3.100,3.100,316.2e6,6.423E-7
3.100,3.100,398.1e6,6.423E-7
3.100,3.100,501.2e6,6.423E-7
3.100,3.100,631.0e6,6.423E-7
3.100,3.100,794.3e6,6.423E-7
3.100,3.100,1.000e9,6.423E-7
3.100,3.100,1.259e9,6.423E-7
3.100,3.100,1.585e9,6.423E-7
3.100,3.100,1.995e9,6.423E-7
3.100,3.100,2.512e9,6.423E-7
3.100,3.100,3.162e9,6.423E-7
3.100,3.100,3.981e9,6.423E-7
3.100,3.100,5.012e9,6.423E-7
3.100,3.100,6.310e9,6.423E-7
3.100,3.100,7.943e9,6.423E-7
3.100,3.100,10.00e9,6.423E-7
3.100,3.200,100.0e3,6.423E-7
3.100,3.200,125.9e3,6.423E-7
3.100,3.200,158.5e3,6.423E-7
3.100,3.200,199.5e3,6.423E-7
3.100,3.200,251.2e3,6.423E-7
3.100,3.200,316.2e3,6.423E-7
3.100,3.200,398.1e3,6.423E-7
3.100,3.200,501.2e3,6.423E-7
3.100,3.200,631.0e3,6.423E-7
3.100,3.200,794.3e3,6.423E-7
3.100,3.200,1.000e6,6.423E-7
3.100,3.200,1.259e6,6.424E-7
3.100,3.200,1.585e6,6.424E-7
3.100,3.200,1.995e6,6.425E-7
3.100,3.200,2.512e6,6.427E-7
3.100,3.200,3.162e6,6.429E-7
3.100,3.200,3.981e6,6.432E-7
3.100,3.200,5.012e6,6.437E-7
3.100,3.200,6.310e6,6.446E-7
3.100,3.200,7.943e6,6.459E-7
3.100,3.200,10.00e6,6.481E-7
3.100,3.200,12.59e6,6.514E-7
3.100,3.200,15.85e6,6.567E-7
3.100,3.200,19.95e6,6.650E-7
3.100,3.200,25.12e6,6.779E-7
3.100,3.200,31.62e6,6.979E-7
3.100,3.200,39.81e6,7.285E-7
3.100,3.200,50.12e6,7.744E-7
3.100,3.200,63.10e6,8.422E-7
3.100,3.200,79.43e6,9.396E-7
3.100,3.200,100.0e6,1.076E-6
3.100,3.200,125.9e6,1.262E-6
3.100,3.200,158.5e6,1.512E-6
3.100,3.200,199.5e6,1.838E-6
3.100,3.200,251.2e6,2.262E-6
3.100,3.200,316.2e6,2.805E-6
3.100,3.200,398.1e6,3.497E-6
3.100,3.200,501.2e6,4.374E-6
3.100,3.200,631.0e6,5.485E-6
3.100,3.200,794.3e6,6.888E-6
3.100,3.200,1.000e9,8.657E-6
3.100,3.200,1.259e9,1.089E-5
3.100,3.200,1.585e9,1.370E-5
3.100,3.200,1.995e9,1.724E-5
3.100,3.200,2.512e9,2.170E-5
3.100,3.200,3.162e9,2.731E-5
3.100,3.200,3.981e9,3.438E-5
3.100,3.200,5.012e9,4.327E-5
3.100,3.200,6.310e9,5.448E-5
3.100,3.200,7.943e9,6.858E-5
3.100,3.200,10.00e9,8.634E-5
3.100,3.300,100.0e3,6.423E-7
3.100,3.300,125.9e3,6.423E-7
3.100,3.300,158.5e3,6.423E-7
3.100,3.300,199.5e3,6.423E-7
3.100,3.300,251.2e3,6.423E-7
3.100,3.300,316.2e3,6.423E-7
3.100,3.300,398.1e3,6.423E-7
3.100,3.300,501.2e3,6.423E-7
3.100,3.300,631.0e3,6.424E-7
3.100,3.300,794.3e3,6.424E-7
3.100,3.300,1.000e6,6.425E-7
3.100,3.300,1.259e6,6.426E-7
3.100,3.300,1.585e6,6.428E-7
3.100,3.300,1.995e6,6.431E-7
3.100,3.300,2.512e6,6.436E-7
3.100,3.300,3.162e6,6.443E-7
3.100,3.300,3.981e6,6.455E-7
3.100,3.300,5.012e6,6.473E-7
3.100,3.300,6.310e6,6.502E-7
3.100,3.300,7.943e6,6.548E-7
3.100,3.300,10.00e6,6.621E-7
3.100,3.300,12.59e6,6.734E-7
3.100,3.300,15.85e6,6.909E-7
3.100,3.300,19.95e6,7.178E-7
3.100,3.300,25.12e6,7.584E-7
3.100,3.300,31.62e6,8.188E-7
3.100,3.300,39.81e6,9.062E-7
3.100,3.300,50.12e6,1.030E-6
3.100,3.300,63.10e6,1.200E-6
3.100,3.300,79.43e6,1.428E-6
3.100,3.300,100.0e6,1.730E-6
3.100,3.300,125.9e6,2.121E-6
3.100,3.300,158.5e6,2.625E-6
3.100,3.300,199.5e6,3.268E-6
3.100,3.300,251.2e6,4.085E-6
3.100,3.300,316.2e6,5.119E-6
3.100,3.300,398.1e6,6.425E-6
3.100,3.300,501.2e6,8.074E-6
3.100,3.300,631.0e6,1.015E-5
3.100,3.300,794.3e6,1.277E-5
3.100,3.300,1.000e9,1.607E-5
3.100,3.300,1.259e9,2.023E-5
3.100,3.300,1.585e9,2.546E-5
3.100,3.300,1.995e9,3.205E-5
3.100,3.300,2.512e9,4.034E-5
3.100,3.300,3.162e9,5.079E-5
3.100,3.300,3.981e9,6.393E-5
3.100,3.300,5.012e9,8.049E-5
3.100,3.300,6.310e9,1.013E-4
3.100,3.300,7.943e9,1.276E-4
3.100,3.300,10.00e9,1.606E-4
3.100,3.400,100.0e3,6.423E-7
3.100,3.400,125.9e3,6.423E-7
3.100,3.400,158.5e3,6.423E-7
3.100,3.400,199.5e3,6.423E-7
3.100,3.400,251.2e3,6.423E-7
3.100,3.400,316.2e3,6.423E-7
3.100,3.400,398.1e3,6.423E-7
3.100,3.400,501.2e3,6.424E-7
3.100,3.400,631.0e3,6.424E-7
3.100,3.400,794.3e3,6.425E-7
3.100,3.400,1.000e6,6.427E-7
3.100,3.400,1.259e6,6.429E-7
3.100,3.400,1.585e6,6.433E-7
3.100,3.400,1.995e6,6.439E-7
3.100,3.400,2.512e6,6.448E-7
3.100,3.400,3.162e6,6.462E-7
3.100,3.400,3.981e6,6.485E-7
3.100,3.400,5.012e6,6.521E-7
3.100,3.400,6.310e6,6.578E-7
3.100,3.400,7.943e6,6.667E-7
3.100,3.400,10.00e6,6.806E-7
3.100,3.400,12.59e6,7.020E-7
3.100,3.400,15.85e6,7.347E-7
3.100,3.400,19.95e6,7.837E-7
3.100,3.400,25.12e6,8.556E-7
3.100,3.400,31.62e6,9.586E-7
3.100,3.400,39.81e6,1.102E-6
3.100,3.400,50.12e6,1.298E-6
3.100,3.400,63.10e6,1.558E-6
3.100,3.400,79.43e6,1.900E-6
3.100,3.400,100.0e6,2.340E-6
3.100,3.400,125.9e6,2.905E-6
3.100,3.400,158.5e6,3.624E-6
3.100,3.400,199.5e6,4.536E-6
3.100,3.400,251.2e6,5.689E-6
3.100,3.400,316.2e6,7.146E-6
3.100,3.400,398.1e6,8.982E-6
3.100,3.400,501.2e6,1.130E-5
3.100,3.400,631.0e6,1.421E-5
3.100,3.400,794.3e6,1.789E-5
3.100,3.400,1.000e9,2.251E-5
3.100,3.400,1.259e9,2.834E-5
3.100,3.400,1.585e9,3.567E-5
3.100,3.400,1.995e9,4.491E-5
3.100,3.400,2.512e9,5.653E-5
3.100,3.400,3.162e9,7.117E-5
3.100,3.400,3.981e9,8.960E-5
3.100,3.400,5.012e9,1.128E-4
3.100,3.400,6.310e9,1.420E-4
3.100,3.400,7.943e9,1.788E-4
3.100,3.400,10.00e9,2.251E-4
3.100,3.500,100.0e3,6.423E-7
3.100,3.500,125.9e3,6.423E-7
3.100,3.500,158.5e3,6.423E-7
3.100,3.500,199.5e3,6.423E-7
3.100,3.500,251.2e3,6.423E-7
3.100,3.500,316.2e3,6.423E-7
3.100,3.500,398.1e3,6.424E-7
3.100,3.500,501.2e3,6.424E-7
3.100,3.500,631.0e3,6.425E-7
3.100,3.500,794.3e3,6.427E-7
3.100,3.500,1.000e6,6.429E-7
3.100,3.500,1.259e6,6.433E-7
3.100,3.500,1.585e6,6.438E-7
3.100,3.500,1.995e6,6.447E-7
3.100,3.500,2.512e6,6.462E-7
3.100,3.500,3.162e6,6.484E-7
3.100,3.500,3.981e6,6.520E-7
3.100,3.500,5.012e6,6.576E-7
3.100,3.500,6.310e6,6.664E-7
3.100,3.500,7.943e6,6.801E-7
3.100,3.500,10.00e6,7.013E-7
3.100,3.500,12.59e6,7.336E-7
3.100,3.500,15.85e6,7.820E-7
3.100,3.500,19.95e6,8.532E-7
3.100,3.500,25.12e6,9.552E-7
3.100,3.500,31.62e6,1.098E-6
3.100,3.500,39.81e6,1.292E-6
3.100,3.500,50.12e6,1.550E-6
3.100,3.500,63.10e6,1.889E-6
3.100,3.500,79.43e6,2.326E-6
3.100,3.500,100.0e6,2.887E-6
3.100,3.500,125.9e6,3.602E-6
3.100,3.500,158.5e6,4.507E-6
3.100,3.500,199.5e6,5.653E-6
3.100,3.500,251.2e6,7.100E-6
3.100,3.500,316.2e6,8.925E-6
3.100,3.500,398.1e6,1.122E-5
3.100,3.500,501.2e6,1.412E-5
3.100,3.500,631.0e6,1.777E-5
3.100,3.500,794.3e6,2.237E-5
3.100,3.500,1.000e9,2.816E-5
3.100,3.500,1.259e9,3.544E-5
3.100,3.500,1.585e9,4.462E-5
3.100,3.500,1.995e9,5.617E-5
3.100,3.500,2.512e9,7.071E-5
3.100,3.500,3.162e9,8.902E-5
3.100,3.500,3.981e9,1.121E-4
3.100,3.500,5.012e9,1.411E-4
3.100,3.500,6.310e9,1.776E-4
3.100,3.500,7.943e9,2.236E-4
3.100,3.500,10.00e9,2.815E-4
3.100,3.600,100.0e3,6.423E-7
3.100,3.600,125.9e3,6.423E-7
3.100,3.600,158.5e3,6.423E-7
3.100,3.600,199.5e3,6.423E-7
3.100,3.600,251.2e3,6.423E-7
3.100,3.600,316.2e3,6.424E-7
3.100,3.600,398.1e3,6.424E-7
3.100,3.600,501.2e3,6.425E-7
3.100,3.600,631.0e3,6.426E-7
3.100,3.600,794.3e3,6.428E-7
3.100,3.600,1.000e6,6.431E-7
3.100,3.600,1.259e6,6.436E-7
3.100,3.600,1.585e6,6.444E-7
3.100,3.600,1.995e6,6.457E-7
3.100,3.600,2.512e6,6.477E-7
3.100,3.600,3.162e6,6.508E-7
3.100,3.600,3.981e6,6.557E-7
3.100,3.600,5.012e6,6.634E-7
3.100,3.600,6.310e6,6.754E-7
3.100,3.600,7.943e6,6.941E-7
3.100,3.600,10.00e6,7.227E-7
3.100,3.600,12.59e6,7.658E-7
3.100,3.600,15.85e6,8.296E-7
3.100,3.600,19.95e6,9.217E-7
3.100,3.600,25.12e6,1.051E-6
3.100,3.600,31.62e6,1.229E-6
3.100,3.600,39.81e6,1.467E-6
3.100,3.600,50.12e6,1.780E-6
3.100,3.600,63.10e6,2.187E-6
3.100,3.600,79.43e6,2.709E-6
3.100,3.600,100.0e6,3.374E-6
3.100,3.600,125.9e6,4.220E-6
3.100,3.600,158.5e6,5.290E-6
3.100,3.600,199.5e6,6.641E-6
3.100,3.600,251.2e6,8.346E-6
3.100,3.600,316.2e6,1.050E-5
3.100,3.600,398.1e6,1.320E-5
3.100,3.600,501.2e6,1.662E-5
3.100,3.600,631.0e6,2.091E-5
3.100,3.600,794.3e6,2.632E-5
3.100,3.600,1.000e9,3.313E-5
3.100,3.600,1.259e9,4.171E-5
3.100,3.600,1.585e9,5.251E-5
3.100,3.600,1.995e9,6.610E-5
3.100,3.600,2.512e9,8.322E-5
3.100,3.600,3.162e9,1.048E-4
3.100,3.600,3.981e9,1.319E-4
3.100,3.600,5.012e9,1.660E-4
3.100,3.600,6.310e9,2.090E-4
3.100,3.600,7.943e9,2.631E-4
3.100,3.600,10.00e9,3.313E-4
3.100,3.700,100.0e3,6.423E-7
3.100,3.700,125.9e3,6.423E-7
3.100,3.700,158.5e3,6.423E-7
3.100,3.700,199.5e3,6.423E-7
3.100,3.700,251.2e3,6.424E-7
3.100,3.700,316.2e3,6.424E-7
3.100,3.700,398.1e3,6.425E-7
3.100,3.700,501.2e3,6.426E-7
3.100,3.700,631.0e3,6.427E-7
3.100,3.700,794.3e3,6.430E-7
3.100,3.700,1.000e6,6.434E-7
3.100,3.700,1.259e6,6.440E-7
3.100,3.700,1.585e6,6.450E-7
3.100,3.700,1.995e6,6.466E-7
3.100,3.700,2.512e6,6.492E-7
3.100,3.700,3.162e6,6.532E-7
3.100,3.700,3.981e6,6.595E-7
3.100,3.700,5.012e6,6.693E-7
3.100,3.700,6.310e6,6.846E-7
3.100,3.700,7.943e6,7.082E-7
3.100,3.700,10.00e6,7.440E-7
3.100,3.700,12.59e6,7.975E-7
3.100,3.700,15.85e6,8.756E-7
3.100,3.700,19.95e6,9.868E-7
3.100,3.700,25.12e6,1.141E-6
3.100,3.700,31.62e6,1.350E-6
3.100,3.700,39.81e6,1.627E-6
3.100,3.700,50.12e6,1.989E-6
3.100,3.700,63.10e6,2.455E-6
3.100,3.700,79.43e6,3.051E-6
3.100,3.700,100.0e6,3.810E-6
3.100,3.700,125.9e6,4.771E-6
3.100,3.700,158.5e6,5.986E-6
3.100,3.700,199.5e6,7.520E-6
3.100,3.700,251.2e6,9.454E-6
3.100,3.700,316.2e6,1.189E-5
3.100,3.700,398.1e6,1.496E-5
3.100,3.700,501.2e6,1.883E-5
3.100,3.700,631.0e6,2.370E-5
3.100,3.700,794.3e6,2.983E-5
3.100,3.700,1.000e9,3.756E-5
3.100,3.700,1.259e9,4.728E-5
3.100,3.700,1.585e9,5.952E-5
3.100,3.700,1.995e9,7.492E-5
3.100,3.700,2.512e9,9.432E-5
3.100,3.700,3.162e9,1.187E-4
3.100,3.700,3.981e9,1.495E-4
3.100,3.700,5.012e9,1.882E-4
3.100,3.700,6.310e9,2.369E-4
3.100,3.700,7.943e9,2.983E-4
3.100,3.700,10.00e9,3.755E-4
3.100,3.800,100.0e3,6.423E-7
3.100,3.800,125.9e3,6.423E-7
3.100,3.800,158.5e3,6.423E-7
3.100,3.800,199.5e3,6.423E-7
3.100,3.800,251.2e3,6.424E-7
3.100,3.800,316.2e3,6.424E-7
3.100,3.800,398.1e3,6.425E-7
3.100,3.800,501.2e3,6.426E-7
3.100,3.800,631.0e3,6.428E-7
3.100,3.800,794.3e3,6.431E-7
3.100,3.800,1.000e6,6.436E-7
3.100,3.800,1.259e6,6.444E-7
3.100,3.800,1.585e6,6.456E-7
3.100,3.800,1.995e6,6.476E-7
3.100,3.800,2.512e6,6.507E-7
3.100,3.800,3.162e6,6.556E-7
3.100,3.800,3.981e6,6.632E-7
3.100,3.800,5.012e6,6.751E-7
3.100,3.800,6.310e6,6.936E-7
3.100,3.800,7.943e6,7.219E-7
3.100,3.800,10.00e6,7.647E-7
3.100,3.800,12.59e6,8.279E-7
3.100,3.800,15.85e6,9.193E-7
3.100,3.800,19.95e6,1.048E-6
3.100,3.800,25.12e6,1.224E-6
3.100,3.800,31.62e6,1.461E-6
3.100,3.800,39.81e6,1.773E-6
3.100,3.800,50.12e6,2.177E-6
3.100,3.800,63.10e6,2.696E-6
3.100,3.800,79.43e6,3.358E-6
3.100,3.800,100.0e6,4.199E-6
3.100,3.800,125.9e6,5.264E-6
3.100,3.800,158.5e6,6.609E-6
3.100,3.800,199.5e6,8.305E-6
3.100,3.800,251.2e6,1.044E-5
3.100,3.800,316.2e6,1.314E-5
3.100,3.800,398.1e6,1.653E-5
3.100,3.800,501.2e6,2.081E-5
3.100,3.800,631.0e6,2.619E-5
3.100,3.800,794.3e6,3.297E-5
3.100,3.800,1.000e9,4.151E-5
3.100,3.800,1.259e9,5.225E-5
3.100,3.800,1.585e9,6.578E-5
3.100,3.800,1.995e9,8.281E-5
3.100,3.800,2.512e9,1.042E-4
3.100,3.800,3.162e9,1.312E-4
3.100,3.800,3.981e9,1.652E-4
3.100,3.800,5.012e9,2.080E-4
3.100,3.800,6.310e9,2.619E-4
3.100,3.800,7.943e9,3.297E-4
