"vd_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc]
Num. Points : [51]
Matrix Size : scalar
Type : Real","vg_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc,vg_dc]
Num. Points : [51,51]
Matrix Size : scalar
Type : Real","freq
References : ['mag(AC.I_Probe1.i)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","mag(AC.I_Probe1.i)
References : []
Dependency : [vd_dc,vg_dc,freq]
Num. Points : [51,51,51]
Matrix Size : scalar
Type : Real"
vd_dc, vg_dc, freq, ids_ac
1.300,0.500,398.1e6,1.036E-7
1.300,0.500,501.2e6,1.036E-7
1.300,0.500,631.0e6,1.036E-7
1.300,0.500,794.3e6,1.036E-7
1.300,0.500,1.000e9,1.036E-7
1.300,0.500,1.259e9,1.036E-7
1.300,0.500,1.585e9,1.036E-7
1.300,0.500,1.995e9,1.036E-7
1.300,0.500,2.512e9,1.036E-7
1.300,0.500,3.162e9,1.036E-7
1.300,0.500,3.981e9,1.036E-7
1.300,0.500,5.012e9,1.036E-7
1.300,0.500,6.310e9,1.036E-7
1.300,0.500,7.943e9,1.036E-7
1.300,0.500,10.00e9,1.036E-7
1.300,0.600,100.0e3,1.243E-7
1.300,0.600,125.9e3,1.243E-7
1.300,0.600,158.5e3,1.243E-7
1.300,0.600,199.5e3,1.243E-7
1.300,0.600,251.2e3,1.243E-7
1.300,0.600,316.2e3,1.243E-7
1.300,0.600,398.1e3,1.243E-7
1.300,0.600,501.2e3,1.243E-7
1.300,0.600,631.0e3,1.243E-7
1.300,0.600,794.3e3,1.243E-7
1.300,0.600,1.000e6,1.243E-7
1.300,0.600,1.259e6,1.243E-7
1.300,0.600,1.585e6,1.243E-7
1.300,0.600,1.995e6,1.243E-7
1.300,0.600,2.512e6,1.243E-7
1.300,0.600,3.162e6,1.243E-7
1.300,0.600,3.981e6,1.243E-7
1.300,0.600,5.012e6,1.243E-7
1.300,0.600,6.310e6,1.243E-7
1.300,0.600,7.943e6,1.243E-7
1.300,0.600,10.00e6,1.243E-7
1.300,0.600,12.59e6,1.243E-7
1.300,0.600,15.85e6,1.243E-7
1.300,0.600,19.95e6,1.243E-7
1.300,0.600,25.12e6,1.243E-7
1.300,0.600,31.62e6,1.243E-7
1.300,0.600,39.81e6,1.243E-7
1.300,0.600,50.12e6,1.243E-7
1.300,0.600,63.10e6,1.243E-7
1.300,0.600,79.43e6,1.243E-7
1.300,0.600,100.0e6,1.243E-7
1.300,0.600,125.9e6,1.243E-7
1.300,0.600,158.5e6,1.243E-7
1.300,0.600,199.5e6,1.243E-7
1.300,0.600,251.2e6,1.243E-7
1.300,0.600,316.2e6,1.243E-7
1.300,0.600,398.1e6,1.243E-7
1.300,0.600,501.2e6,1.243E-7
1.300,0.600,631.0e6,1.243E-7
1.300,0.600,794.3e6,1.243E-7
1.300,0.600,1.000e9,1.243E-7
1.300,0.600,1.259e9,1.243E-7
1.300,0.600,1.585e9,1.243E-7
1.300,0.600,1.995e9,1.243E-7
1.300,0.600,2.512e9,1.243E-7
1.300,0.600,3.162e9,1.243E-7
1.300,0.600,3.981e9,1.243E-7
1.300,0.600,5.012e9,1.243E-7
1.300,0.600,6.310e9,1.243E-7
1.300,0.600,7.943e9,1.243E-7
1.300,0.600,10.00e9,1.243E-7
1.300,0.700,100.0e3,1.450E-7
1.300,0.700,125.9e3,1.450E-7
1.300,0.700,158.5e3,1.450E-7
1.300,0.700,199.5e3,1.450E-7
1.300,0.700,251.2e3,1.450E-7
1.300,0.700,316.2e3,1.450E-7
1.300,0.700,398.1e3,1.450E-7
1.300,0.700,501.2e3,1.450E-7
1.300,0.700,631.0e3,1.450E-7
1.300,0.700,794.3e3,1.450E-7
1.300,0.700,1.000e6,1.450E-7
1.300,0.700,1.259e6,1.450E-7
1.300,0.700,1.585e6,1.450E-7
1.300,0.700,1.995e6,1.450E-7
1.300,0.700,2.512e6,1.450E-7
1.300,0.700,3.162e6,1.450E-7
1.300,0.700,3.981e6,1.450E-7
1.300,0.700,5.012e6,1.450E-7
1.300,0.700,6.310e6,1.450E-7
1.300,0.700,7.943e6,1.450E-7
1.300,0.700,10.00e6,1.450E-7
1.300,0.700,12.59e6,1.450E-7
1.300,0.700,15.85e6,1.450E-7
1.300,0.700,19.95e6,1.450E-7
1.300,0.700,25.12e6,1.450E-7
1.300,0.700,31.62e6,1.450E-7
1.300,0.700,39.81e6,1.450E-7
1.300,0.700,50.12e6,1.450E-7
1.300,0.700,63.10e6,1.450E-7
1.300,0.700,79.43e6,1.450E-7
1.300,0.700,100.0e6,1.450E-7
1.300,0.700,125.9e6,1.450E-7
1.300,0.700,158.5e6,1.450E-7
1.300,0.700,199.5e6,1.450E-7
1.300,0.700,251.2e6,1.450E-7
1.300,0.700,316.2e6,1.450E-7
1.300,0.700,398.1e6,1.450E-7
1.300,0.700,501.2e6,1.450E-7
1.300,0.700,631.0e6,1.450E-7
1.300,0.700,794.3e6,1.450E-7
1.300,0.700,1.000e9,1.450E-7
1.300,0.700,1.259e9,1.450E-7
1.300,0.700,1.585e9,1.450E-7
1.300,0.700,1.995e9,1.450E-7
1.300,0.700,2.512e9,1.450E-7
1.300,0.700,3.162e9,1.450E-7
1.300,0.700,3.981e9,1.450E-7
1.300,0.700,5.012e9,1.450E-7
1.300,0.700,6.310e9,1.450E-7
1.300,0.700,7.943e9,1.450E-7
1.300,0.700,10.00e9,1.450E-7
1.300,0.800,100.0e3,1.658E-7
1.300,0.800,125.9e3,1.658E-7
1.300,0.800,158.5e3,1.658E-7
1.300,0.800,199.5e3,1.658E-7
1.300,0.800,251.2e3,1.658E-7
1.300,0.800,316.2e3,1.658E-7
1.300,0.800,398.1e3,1.658E-7
1.300,0.800,501.2e3,1.658E-7
1.300,0.800,631.0e3,1.658E-7
1.300,0.800,794.3e3,1.658E-7
1.300,0.800,1.000e6,1.658E-7
1.300,0.800,1.259e6,1.658E-7
1.300,0.800,1.585e6,1.658E-7
1.300,0.800,1.995e6,1.658E-7
1.300,0.800,2.512e6,1.658E-7
1.300,0.800,3.162e6,1.658E-7
1.300,0.800,3.981e6,1.658E-7
1.300,0.800,5.012e6,1.658E-7
1.300,0.800,6.310e6,1.658E-7
1.300,0.800,7.943e6,1.658E-7
1.300,0.800,10.00e6,1.658E-7
1.300,0.800,12.59e6,1.658E-7
1.300,0.800,15.85e6,1.658E-7
1.300,0.800,19.95e6,1.658E-7
1.300,0.800,25.12e6,1.658E-7
1.300,0.800,31.62e6,1.658E-7
1.300,0.800,39.81e6,1.658E-7
1.300,0.800,50.12e6,1.658E-7
1.300,0.800,63.10e6,1.658E-7
1.300,0.800,79.43e6,1.658E-7
1.300,0.800,100.0e6,1.658E-7
1.300,0.800,125.9e6,1.658E-7
1.300,0.800,158.5e6,1.658E-7
1.300,0.800,199.5e6,1.658E-7
1.300,0.800,251.2e6,1.658E-7
1.300,0.800,316.2e6,1.658E-7
1.300,0.800,398.1e6,1.658E-7
1.300,0.800,501.2e6,1.658E-7
1.300,0.800,631.0e6,1.658E-7
1.300,0.800,794.3e6,1.658E-7
1.300,0.800,1.000e9,1.658E-7
1.300,0.800,1.259e9,1.658E-7
1.300,0.800,1.585e9,1.658E-7
1.300,0.800,1.995e9,1.658E-7
1.300,0.800,2.512e9,1.658E-7
1.300,0.800,3.162e9,1.658E-7
1.300,0.800,3.981e9,1.658E-7
1.300,0.800,5.012e9,1.658E-7
1.300,0.800,6.310e9,1.658E-7
1.300,0.800,7.943e9,1.658E-7
1.300,0.800,10.00e9,1.658E-7
1.300,0.900,100.0e3,1.865E-7
1.300,0.900,125.9e3,1.865E-7
1.300,0.900,158.5e3,1.865E-7
1.300,0.900,199.5e3,1.865E-7
1.300,0.900,251.2e3,1.865E-7
1.300,0.900,316.2e3,1.865E-7
1.300,0.900,398.1e3,1.865E-7
1.300,0.900,501.2e3,1.865E-7
1.300,0.900,631.0e3,1.865E-7
1.300,0.900,794.3e3,1.865E-7
1.300,0.900,1.000e6,1.865E-7
1.300,0.900,1.259e6,1.865E-7
1.300,0.900,1.585e6,1.865E-7
1.300,0.900,1.995e6,1.865E-7
1.300,0.900,2.512e6,1.865E-7
1.300,0.900,3.162e6,1.865E-7
1.300,0.900,3.981e6,1.865E-7
1.300,0.900,5.012e6,1.865E-7
1.300,0.900,6.310e6,1.865E-7
1.300,0.900,7.943e6,1.865E-7
1.300,0.900,10.00e6,1.865E-7
1.300,0.900,12.59e6,1.865E-7
1.300,0.900,15.85e6,1.865E-7
1.300,0.900,19.95e6,1.865E-7
1.300,0.900,25.12e6,1.865E-7
1.300,0.900,31.62e6,1.865E-7
1.300,0.900,39.81e6,1.865E-7
1.300,0.900,50.12e6,1.865E-7
1.300,0.900,63.10e6,1.865E-7
1.300,0.900,79.43e6,1.865E-7
1.300,0.900,100.0e6,1.865E-7
1.300,0.900,125.9e6,1.865E-7
1.300,0.900,158.5e6,1.865E-7
1.300,0.900,199.5e6,1.865E-7
1.300,0.900,251.2e6,1.865E-7
1.300,0.900,316.2e6,1.865E-7
1.300,0.900,398.1e6,1.865E-7
1.300,0.900,501.2e6,1.865E-7
1.300,0.900,631.0e6,1.865E-7
1.300,0.900,794.3e6,1.865E-7
1.300,0.900,1.000e9,1.865E-7
1.300,0.900,1.259e9,1.865E-7
1.300,0.900,1.585e9,1.865E-7
1.300,0.900,1.995e9,1.865E-7
1.300,0.900,2.512e9,1.865E-7
1.300,0.900,3.162e9,1.865E-7
1.300,0.900,3.981e9,1.865E-7
1.300,0.900,5.012e9,1.865E-7
1.300,0.900,6.310e9,1.865E-7
1.300,0.900,7.943e9,1.865E-7
1.300,0.900,10.00e9,1.865E-7
1.300,1.000,100.0e3,2.072E-7
1.300,1.000,125.9e3,2.072E-7
1.300,1.000,158.5e3,2.072E-7
1.300,1.000,199.5e3,2.072E-7
1.300,1.000,251.2e3,2.072E-7
1.300,1.000,316.2e3,2.072E-7
1.300,1.000,398.1e3,2.072E-7
1.300,1.000,501.2e3,2.072E-7
1.300,1.000,631.0e3,2.072E-7
1.300,1.000,794.3e3,2.072E-7
1.300,1.000,1.000e6,2.072E-7
1.300,1.000,1.259e6,2.072E-7
1.300,1.000,1.585e6,2.072E-7
1.300,1.000,1.995e6,2.072E-7
1.300,1.000,2.512e6,2.072E-7
1.300,1.000,3.162e6,2.072E-7
1.300,1.000,3.981e6,2.072E-7
1.300,1.000,5.012e6,2.072E-7
1.300,1.000,6.310e6,2.072E-7
1.300,1.000,7.943e6,2.072E-7
1.300,1.000,10.00e6,2.072E-7
1.300,1.000,12.59e6,2.072E-7
1.300,1.000,15.85e6,2.072E-7
1.300,1.000,19.95e6,2.072E-7
1.300,1.000,25.12e6,2.072E-7
1.300,1.000,31.62e6,2.072E-7
1.300,1.000,39.81e6,2.072E-7
1.300,1.000,50.12e6,2.072E-7
1.300,1.000,63.10e6,2.072E-7
1.300,1.000,79.43e6,2.072E-7
1.300,1.000,100.0e6,2.072E-7
1.300,1.000,125.9e6,2.072E-7
1.300,1.000,158.5e6,2.072E-7
1.300,1.000,199.5e6,2.072E-7
1.300,1.000,251.2e6,2.072E-7
1.300,1.000,316.2e6,2.072E-7
1.300,1.000,398.1e6,2.072E-7
1.300,1.000,501.2e6,2.072E-7
1.300,1.000,631.0e6,2.072E-7
1.300,1.000,794.3e6,2.072E-7
1.300,1.000,1.000e9,2.072E-7
1.300,1.000,1.259e9,2.072E-7
1.300,1.000,1.585e9,2.072E-7
1.300,1.000,1.995e9,2.072E-7
1.300,1.000,2.512e9,2.072E-7
1.300,1.000,3.162e9,2.072E-7
1.300,1.000,3.981e9,2.072E-7
1.300,1.000,5.012e9,2.072E-7
1.300,1.000,6.310e9,2.072E-7
1.300,1.000,7.943e9,2.072E-7
1.300,1.000,10.00e9,2.072E-7
1.300,1.100,100.0e3,2.279E-7
1.300,1.100,125.9e3,2.279E-7
1.300,1.100,158.5e3,2.279E-7
1.300,1.100,199.5e3,2.279E-7
1.300,1.100,251.2e3,2.279E-7
1.300,1.100,316.2e3,2.279E-7
1.300,1.100,398.1e3,2.279E-7
1.300,1.100,501.2e3,2.279E-7
1.300,1.100,631.0e3,2.279E-7
1.300,1.100,794.3e3,2.279E-7
1.300,1.100,1.000e6,2.279E-7
1.300,1.100,1.259e6,2.279E-7
1.300,1.100,1.585e6,2.279E-7
1.300,1.100,1.995e6,2.279E-7
1.300,1.100,2.512e6,2.279E-7
1.300,1.100,3.162e6,2.279E-7
1.300,1.100,3.981e6,2.279E-7
1.300,1.100,5.012e6,2.279E-7
1.300,1.100,6.310e6,2.279E-7
1.300,1.100,7.943e6,2.279E-7
1.300,1.100,10.00e6,2.279E-7
1.300,1.100,12.59e6,2.279E-7
1.300,1.100,15.85e6,2.279E-7
1.300,1.100,19.95e6,2.279E-7
1.300,1.100,25.12e6,2.279E-7
1.300,1.100,31.62e6,2.279E-7
1.300,1.100,39.81e6,2.279E-7
1.300,1.100,50.12e6,2.279E-7
1.300,1.100,63.10e6,2.279E-7
1.300,1.100,79.43e6,2.279E-7
1.300,1.100,100.0e6,2.279E-7
1.300,1.100,125.9e6,2.279E-7
1.300,1.100,158.5e6,2.279E-7
1.300,1.100,199.5e6,2.279E-7
1.300,1.100,251.2e6,2.279E-7
1.300,1.100,316.2e6,2.279E-7
1.300,1.100,398.1e6,2.279E-7
1.300,1.100,501.2e6,2.279E-7
1.300,1.100,631.0e6,2.279E-7
1.300,1.100,794.3e6,2.279E-7
1.300,1.100,1.000e9,2.279E-7
1.300,1.100,1.259e9,2.279E-7
1.300,1.100,1.585e9,2.279E-7
1.300,1.100,1.995e9,2.279E-7
1.300,1.100,2.512e9,2.279E-7
1.300,1.100,3.162e9,2.279E-7
1.300,1.100,3.981e9,2.279E-7
1.300,1.100,5.012e9,2.279E-7
1.300,1.100,6.310e9,2.279E-7
1.300,1.100,7.943e9,2.279E-7
1.300,1.100,10.00e9,2.279E-7
1.300,1.200,100.0e3,2.486E-7
1.300,1.200,125.9e3,2.486E-7
1.300,1.200,158.5e3,2.486E-7
1.300,1.200,199.5e3,2.486E-7
1.300,1.200,251.2e3,2.486E-7
1.300,1.200,316.2e3,2.486E-7
1.300,1.200,398.1e3,2.486E-7
1.300,1.200,501.2e3,2.486E-7
1.300,1.200,631.0e3,2.486E-7
1.300,1.200,794.3e3,2.486E-7
1.300,1.200,1.000e6,2.486E-7
1.300,1.200,1.259e6,2.486E-7
1.300,1.200,1.585e6,2.486E-7
1.300,1.200,1.995e6,2.486E-7
1.300,1.200,2.512e6,2.486E-7
1.300,1.200,3.162e6,2.486E-7
1.300,1.200,3.981e6,2.486E-7
1.300,1.200,5.012e6,2.486E-7
1.300,1.200,6.310e6,2.486E-7
1.300,1.200,7.943e6,2.486E-7
1.300,1.200,10.00e6,2.486E-7
1.300,1.200,12.59e6,2.486E-7
1.300,1.200,15.85e6,2.486E-7
1.300,1.200,19.95e6,2.486E-7
1.300,1.200,25.12e6,2.486E-7
1.300,1.200,31.62e6,2.486E-7
1.300,1.200,39.81e6,2.486E-7
1.300,1.200,50.12e6,2.486E-7
1.300,1.200,63.10e6,2.486E-7
1.300,1.200,79.43e6,2.486E-7
1.300,1.200,100.0e6,2.486E-7
1.300,1.200,125.9e6,2.486E-7
1.300,1.200,158.5e6,2.486E-7
1.300,1.200,199.5e6,2.486E-7
1.300,1.200,251.2e6,2.486E-7
1.300,1.200,316.2e6,2.486E-7
1.300,1.200,398.1e6,2.486E-7
1.300,1.200,501.2e6,2.486E-7
1.300,1.200,631.0e6,2.486E-7
1.300,1.200,794.3e6,2.486E-7
1.300,1.200,1.000e9,2.486E-7
1.300,1.200,1.259e9,2.486E-7
1.300,1.200,1.585e9,2.486E-7
1.300,1.200,1.995e9,2.486E-7
1.300,1.200,2.512e9,2.486E-7
1.300,1.200,3.162e9,2.486E-7
1.300,1.200,3.981e9,2.486E-7
1.300,1.200,5.012e9,2.486E-7
1.300,1.200,6.310e9,2.486E-7
1.300,1.200,7.943e9,2.486E-7
1.300,1.200,10.00e9,2.486E-7
1.300,1.300,100.0e3,2.693E-7
1.300,1.300,125.9e3,2.693E-7
1.300,1.300,158.5e3,2.693E-7
1.300,1.300,199.5e3,2.693E-7
1.300,1.300,251.2e3,2.693E-7
1.300,1.300,316.2e3,2.693E-7
1.300,1.300,398.1e3,2.693E-7
1.300,1.300,501.2e3,2.693E-7
1.300,1.300,631.0e3,2.693E-7
1.300,1.300,794.3e3,2.693E-7
1.300,1.300,1.000e6,2.693E-7
1.300,1.300,1.259e6,2.693E-7
1.300,1.300,1.585e6,2.693E-7
1.300,1.300,1.995e6,2.693E-7
1.300,1.300,2.512e6,2.693E-7
1.300,1.300,3.162e6,2.693E-7
1.300,1.300,3.981e6,2.693E-7
1.300,1.300,5.012e6,2.693E-7
1.300,1.300,6.310e6,2.693E-7
1.300,1.300,7.943e6,2.693E-7
1.300,1.300,10.00e6,2.693E-7
1.300,1.300,12.59e6,2.693E-7
1.300,1.300,15.85e6,2.693E-7
1.300,1.300,19.95e6,2.693E-7
1.300,1.300,25.12e6,2.693E-7
1.300,1.300,31.62e6,2.693E-7
1.300,1.300,39.81e6,2.693E-7
1.300,1.300,50.12e6,2.693E-7
1.300,1.300,63.10e6,2.693E-7
1.300,1.300,79.43e6,2.693E-7
1.300,1.300,100.0e6,2.693E-7
1.300,1.300,125.9e6,2.693E-7
1.300,1.300,158.5e6,2.693E-7
1.300,1.300,199.5e6,2.693E-7
1.300,1.300,251.2e6,2.693E-7
1.300,1.300,316.2e6,2.693E-7
1.300,1.300,398.1e6,2.693E-7
1.300,1.300,501.2e6,2.693E-7
1.300,1.300,631.0e6,2.693E-7
1.300,1.300,794.3e6,2.693E-7
1.300,1.300,1.000e9,2.693E-7
1.300,1.300,1.259e9,2.693E-7
1.300,1.300,1.585e9,2.693E-7
1.300,1.300,1.995e9,2.693E-7
1.300,1.300,2.512e9,2.693E-7
1.300,1.300,3.162e9,2.693E-7
1.300,1.300,3.981e9,2.693E-7
1.300,1.300,5.012e9,2.693E-7
1.300,1.300,6.310e9,2.693E-7
1.300,1.300,7.943e9,2.693E-7
1.300,1.300,10.00e9,2.693E-7
1.300,1.400,100.0e3,2.694E-7
1.300,1.400,125.9e3,2.694E-7
1.300,1.400,158.5e3,2.694E-7
1.300,1.400,199.5e3,2.694E-7
1.300,1.400,251.2e3,2.694E-7
1.300,1.400,316.2e3,2.694E-7
1.300,1.400,398.1e3,2.694E-7
1.300,1.400,501.2e3,2.695E-7
1.300,1.400,631.0e3,2.696E-7
1.300,1.400,794.3e3,2.698E-7
1.300,1.400,1.000e6,2.700E-7
1.300,1.400,1.259e6,2.704E-7
1.300,1.400,1.585e6,2.710E-7
1.300,1.400,1.995e6,2.719E-7
1.300,1.400,2.512e6,2.734E-7
1.300,1.400,3.162e6,2.757E-7
1.300,1.400,3.981e6,2.794E-7
1.300,1.400,5.012e6,2.851E-7
1.300,1.400,6.310e6,2.939E-7
1.300,1.400,7.943e6,3.074E-7
1.300,1.400,10.00e6,3.276E-7
1.300,1.400,12.59e6,3.573E-7
1.300,1.400,15.85e6,3.998E-7
1.300,1.400,19.95e6,4.593E-7
1.300,1.400,25.12e6,5.402E-7
1.300,1.400,31.62e6,6.482E-7
1.300,1.400,39.81e6,7.896E-7
1.300,1.400,50.12e6,9.724E-7
1.300,1.400,63.10e6,1.207E-6
1.300,1.400,79.43e6,1.505E-6
1.300,1.400,100.0e6,1.884E-6
1.300,1.400,125.9e6,2.362E-6
1.300,1.400,158.5e6,2.967E-6
1.300,1.400,199.5e6,3.730E-6
1.300,1.400,251.2e6,4.691E-6
1.300,1.400,316.2e6,5.902E-6
1.300,1.400,398.1e6,7.427E-6
1.300,1.400,501.2e6,9.348E-6
1.300,1.400,631.0e6,1.177E-5
1.300,1.400,794.3e6,1.481E-5
1.300,1.400,1.000e9,1.865E-5
1.300,1.400,1.259e9,2.347E-5
1.300,1.400,1.585e9,2.955E-5
1.300,1.400,1.995e9,3.720E-5
1.300,1.400,2.512e9,4.683E-5
1.300,1.400,3.162e9,5.896E-5
1.300,1.400,3.981e9,7.422E-5
1.300,1.400,5.012e9,9.344E-5
1.300,1.400,6.310e9,1.176E-4
1.300,1.400,7.943e9,1.481E-4
1.300,1.400,10.00e9,1.864E-4
1.300,1.500,100.0e3,2.694E-7
1.300,1.500,125.9e3,2.694E-7
1.300,1.500,158.5e3,2.694E-7
1.300,1.500,199.5e3,2.694E-7
1.300,1.500,251.2e3,2.695E-7
1.300,1.500,316.2e3,2.695E-7
1.300,1.500,398.1e3,2.696E-7
1.300,1.500,501.2e3,2.698E-7
1.300,1.500,631.0e3,2.701E-7
1.300,1.500,794.3e3,2.705E-7
1.300,1.500,1.000e6,2.712E-7
1.300,1.500,1.259e6,2.723E-7
1.300,1.500,1.585e6,2.741E-7
1.300,1.500,1.995e6,2.768E-7
1.300,1.500,2.512e6,2.811E-7
1.300,1.500,3.162e6,2.878E-7
1.300,1.500,3.981e6,2.980E-7
1.300,1.500,5.012e6,3.136E-7
1.300,1.500,6.310e6,3.367E-7
1.300,1.500,7.943e6,3.705E-7
1.300,1.500,10.00e6,4.185E-7
1.300,1.500,12.59e6,4.849E-7
1.300,1.500,15.85e6,5.747E-7
1.300,1.500,19.95e6,6.936E-7
1.300,1.500,25.12e6,8.485E-7
1.300,1.500,31.62e6,1.048E-6
1.300,1.500,39.81e6,1.303E-6
1.300,1.500,50.12e6,1.628E-6
1.300,1.500,63.10e6,2.039E-6
1.300,1.500,79.43e6,2.559E-6
1.300,1.500,100.0e6,3.215E-6
1.300,1.500,125.9e6,4.042E-6
1.300,1.500,158.5e6,5.084E-6
1.300,1.500,199.5e6,6.397E-6
1.300,1.500,251.2e6,8.051E-6
1.300,1.500,316.2e6,1.013E-5
1.300,1.500,398.1e6,1.276E-5
1.300,1.500,501.2e6,1.606E-5
1.300,1.500,631.0e6,2.021E-5
1.300,1.500,794.3e6,2.545E-5
1.300,1.500,1.000e9,3.203E-5
1.300,1.500,1.259e9,4.033E-5
1.300,1.500,1.585e9,5.077E-5
1.300,1.500,1.995e9,6.391E-5
1.300,1.500,2.512e9,8.046E-5
1.300,1.500,3.162e9,1.013E-4
1.300,1.500,3.981e9,1.275E-4
1.300,1.500,5.012e9,1.605E-4
1.300,1.500,6.310e9,2.021E-4
1.300,1.500,7.943e9,2.544E-4
1.300,1.500,10.00e9,3.203E-4
1.300,1.600,100.0e3,2.694E-7
1.300,1.600,125.9e3,2.694E-7
1.300,1.600,158.5e3,2.694E-7
1.300,1.600,199.5e3,2.695E-7
1.300,1.600,251.2e3,2.696E-7
1.300,1.600,316.2e3,2.697E-7
1.300,1.600,398.1e3,2.699E-7
1.300,1.600,501.2e3,2.702E-7
1.300,1.600,631.0e3,2.707E-7
1.300,1.600,794.3e3,2.714E-7
1.300,1.600,1.000e6,2.726E-7
1.300,1.600,1.259e6,2.745E-7
1.300,1.600,1.585e6,2.775E-7
1.300,1.600,1.995e6,2.821E-7
1.300,1.600,2.512e6,2.893E-7
1.300,1.600,3.162e6,3.004E-7
1.300,1.600,3.981e6,3.172E-7
1.300,1.600,5.012e6,3.421E-7
1.300,1.600,6.310e6,3.782E-7
1.300,1.600,7.943e6,4.292E-7
1.300,1.600,10.00e6,4.995E-7
1.300,1.600,12.59e6,5.942E-7
1.300,1.600,15.85e6,7.191E-7
1.300,1.600,19.95e6,8.816E-7
1.300,1.600,25.12e6,1.091E-6
1.300,1.600,31.62e6,1.357E-6
1.300,1.600,39.81e6,1.696E-6
1.300,1.600,50.12e6,2.126E-6
1.300,1.600,63.10e6,2.668E-6
1.300,1.600,79.43e6,3.353E-6
1.300,1.600,100.0e6,4.216E-6
1.300,1.600,125.9e6,5.303E-6
1.300,1.600,158.5e6,6.673E-6
1.300,1.600,199.5e6,8.399E-6
1.300,1.600,251.2e6,1.057E-5
1.300,1.600,316.2e6,1.331E-5
1.300,1.600,398.1e6,1.675E-5
1.300,1.600,501.2e6,2.109E-5
1.300,1.600,631.0e6,2.655E-5
1.300,1.600,794.3e6,3.342E-5
1.300,1.600,1.000e9,4.207E-5
1.300,1.600,1.259e9,5.297E-5
1.300,1.600,1.585e9,6.668E-5
1.300,1.600,1.995e9,8.394E-5
1.300,1.600,2.512e9,1.057E-4
1.300,1.600,3.162e9,1.330E-4
1.300,1.600,3.981e9,1.675E-4
1.300,1.600,5.012e9,2.109E-4
1.300,1.600,6.310e9,2.655E-4
1.300,1.600,7.943e9,3.342E-4
1.300,1.600,10.00e9,4.207E-4
1.300,1.700,100.0e3,2.694E-7
1.300,1.700,125.9e3,2.694E-7
1.300,1.700,158.5e3,2.695E-7
1.300,1.700,199.5e3,2.695E-7
1.300,1.700,251.2e3,2.696E-7
1.300,1.700,316.2e3,2.698E-7
1.300,1.700,398.1e3,2.701E-7
1.300,1.700,501.2e3,2.705E-7
1.300,1.700,631.0e3,2.712E-7
1.300,1.700,794.3e3,2.722E-7
1.300,1.700,1.000e6,2.739E-7
1.300,1.700,1.259e6,2.766E-7
1.300,1.700,1.585e6,2.807E-7
1.300,1.700,1.995e6,2.871E-7
1.300,1.700,2.512e6,2.970E-7
1.300,1.700,3.162e6,3.121E-7
1.300,1.700,3.981e6,3.346E-7
1.300,1.700,5.012e6,3.674E-7
1.300,1.700,6.310e6,4.141E-7
1.300,1.700,7.943e6,4.789E-7
1.300,1.700,10.00e6,5.667E-7
1.300,1.700,12.59e6,6.830E-7
1.300,1.700,15.85e6,8.348E-7
1.300,1.700,19.95e6,1.031E-6
1.300,1.700,25.12e6,1.281E-6
1.300,1.700,31.62e6,1.599E-6
1.300,1.700,39.81e6,2.003E-6
1.300,1.700,50.12e6,2.513E-6
1.300,1.700,63.10e6,3.157E-6
1.300,1.700,79.43e6,3.969E-6
1.300,1.700,100.0e6,4.993E-6
1.300,1.700,125.9e6,6.282E-6
1.300,1.700,158.5e6,7.906E-6
1.300,1.700,199.5e6,9.951E-6
1.300,1.700,251.2e6,1.253E-5
1.300,1.700,316.2e6,1.577E-5
1.300,1.700,398.1e6,1.985E-5
1.300,1.700,501.2e6,2.499E-5
1.300,1.700,631.0e6,3.146E-5
1.300,1.700,794.3e6,3.960E-5
1.300,1.700,1.000e9,4.986E-5
1.300,1.700,1.259e9,6.276E-5
1.300,1.700,1.585e9,7.902E-5
1.300,1.700,1.995e9,9.947E-5
1.300,1.700,2.512e9,1.252E-4
1.300,1.700,3.162e9,1.577E-4
1.300,1.700,3.981e9,1.985E-4
1.300,1.700,5.012e9,2.499E-4
1.300,1.700,6.310e9,3.146E-4
1.300,1.700,7.943e9,3.960E-4
1.300,1.700,10.00e9,4.985E-4
1.300,1.800,100.0e3,2.694E-7
1.300,1.800,125.9e3,2.694E-7
1.300,1.800,158.5e3,2.695E-7
1.300,1.800,199.5e3,2.696E-7
1.300,1.800,251.2e3,2.697E-7
1.300,1.800,316.2e3,2.699E-7
1.300,1.800,398.1e3,2.703E-7
1.300,1.800,501.2e3,2.708E-7
1.300,1.800,631.0e3,2.717E-7
1.300,1.800,794.3e3,2.730E-7
1.300,1.800,1.000e6,2.751E-7
1.300,1.800,1.259e6,2.784E-7
1.300,1.800,1.585e6,2.836E-7
1.300,1.800,1.995e6,2.916E-7
1.300,1.800,2.512e6,3.039E-7
1.300,1.800,3.162e6,3.224E-7
1.300,1.800,3.981e6,3.498E-7
1.300,1.800,5.012e6,3.892E-7
1.300,1.800,6.310e6,4.446E-7
1.300,1.800,7.943e6,5.204E-7
1.300,1.800,10.00e6,6.219E-7
1.300,1.800,12.59e6,7.553E-7
1.300,1.800,15.85e6,9.283E-7
1.300,1.800,19.95e6,1.150E-6
1.300,1.800,25.12e6,1.434E-6
