"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+9.20234604106E+008, +5.00423400204E-005, +3.66935715406E-003
+9.22873900293E+008, +4.58479513601E-005, +3.68213027027E-003
+9.25513196481E+008, +4.34908233682E-005, +3.69536035893E-003
+9.28152492669E+008, +4.42484771272E-005, +3.70464977081E-003
+9.30791788856E+008, +4.79183069424E-005, +3.71225803648E-003
+9.33431085044E+008, +4.18998540510E-005, +3.72682738418E-003
+9.36070381232E+008, +4.73023994500E-005, +3.74035918964E-003
+9.38709677419E+008, +5.10646411626E-005, +3.74864122157E-003
+9.41348973607E+008, +4.87145103161E-005, +3.75870750134E-003
+9.43988269795E+008, +4.90675828771E-005, +3.77422125987E-003
+9.46627565982E+008, +5.27678566513E-005, +3.78548976190E-003
+9.49266862170E+008, +4.90528762312E-005, +3.79962734860E-003
+9.51906158358E+008, +5.26315901962E-005, +3.81466083266E-003
+9.54545454545E+008, +5.05951439943E-005, +3.82530665224E-003
+9.57184750733E+008, +5.16310501261E-005, +3.84040409610E-003
+9.59824046921E+008, +5.34968269493E-005, +3.85277237795E-003
+9.62463343109E+008, +4.89253434651E-005, +3.86767939534E-003
+9.65102639296E+008, +5.13215965659E-005, +3.87707661855E-003
+9.67741935484E+008, +5.32177914515E-005, +3.89616713425E-003
+9.70381231672E+008, +4.80583747088E-005, +3.90438651751E-003
+9.73020527859E+008, +4.57532065764E-005, +3.91807457603E-003
+9.75659824047E+008, +4.73591489311E-005, +3.93033154771E-003
+9.78299120235E+008, +3.98663833837E-005, +3.94504188145E-003
+9.80938416422E+008, +4.00380098647E-005, +3.95633335516E-003
+9.83577712610E+008, +4.32755182226E-005, +3.97204639055E-003
+9.86217008798E+008, +3.77378503936E-005, +3.97714408712E-003
+9.88856304985E+008, +3.84974950652E-005, +3.99368725616E-003
+9.91495601173E+008, +3.48225040178E-005, +4.00071427439E-003
+9.94134897361E+008, +3.48334106601E-005, +4.00977985903E-003
+9.96774193548E+008, +3.10625168636E-005, +4.02341663255E-003
+9.99413489736E+008, +3.87325207776E-005, +4.02577992666E-003
+1.00205278592E+009, +3.63167660324E-005, +4.03820013638E-003
+1.00469208211E+009, +3.79545446462E-005, +4.04431071686E-003
+1.00733137830E+009, +3.93868545222E-005, +4.05483134346E-003
+1.00997067449E+009, +3.84031688509E-005, +4.06868170321E-003
+1.01260997067E+009, +3.89149986979E-005, +4.07819656490E-003
+1.01524926686E+009, +4.10094591247E-005, +4.08408802743E-003
+1.01788856305E+009, +4.05779218055E-005, +4.09526995646E-003
+1.02052785924E+009, +4.17184402793E-005, +4.10582364307E-003
+1.02316715543E+009, +4.09636145198E-005, +4.11654923500E-003
+1.02580645161E+009, +3.73237121284E-005, +4.12803064669E-003
+1.02844574780E+009, +4.35746531387E-005, +4.14024500363E-003
+1.03108504399E+009, +4.24931653360E-005, +4.14176334926E-003
+1.03372434018E+009, +4.11887851028E-005, +4.15077589774E-003
+1.03636363636E+009, +4.36384629238E-005, +4.15952224298E-003
+1.03900293255E+009, +4.58418063732E-005, +4.17220746802E-003
+1.04164222874E+009, +5.07154044200E-005, +4.18021257529E-003
+1.04428152493E+009, +4.70996133100E-005, +4.19435945721E-003
+1.04692082111E+009, +5.00128503703E-005, +4.20154510891E-003
+1.04956011730E+009, +5.12684341628E-005, +4.21444977385E-003
+1.05219941349E+009, +5.24446645781E-005, +4.22054791073E-003
+1.05483870968E+009, +5.17537189728E-005, +4.23778503165E-003
+1.05747800587E+009, +5.42512536147E-005, +4.24788429366E-003
+1.06011730205E+009, +5.74189893780E-005, +4.26006528395E-003
+1.06275659824E+009, +5.95668876029E-005, +4.27506415836E-003
+1.06539589443E+009, +5.70272421079E-005, +4.28949105868E-003
+1.06803519062E+009, +5.75969015263E-005, +4.30398704414E-003
+1.07067448680E+009, +5.82617177627E-005, +4.31733435075E-003
+1.07331378299E+009, +5.61181900098E-005, +4.33157873868E-003
+1.07595307918E+009, +5.09226042547E-005, +4.34224984139E-003
+1.07859237537E+009, +5.29011027193E-005, +4.35802678655E-003
+1.08123167155E+009, +5.23381816004E-005, +4.37098538862E-003
+1.08387096774E+009, +5.25246322447E-005, +4.38878377307E-003
+1.08651026393E+009, +5.30868195683E-005, +4.40029746309E-003
+1.08914956012E+009, +5.01932486347E-005, +4.41493910510E-003
+1.09178885630E+009, +4.63470681154E-005, +4.42321069791E-003
+1.09442815249E+009, +4.90479982157E-005, +4.43861974315E-003
+1.09706744868E+009, +4.72441272459E-005, +4.44870307647E-003
+1.09970674487E+009, +4.53396044434E-005, +4.46444710613E-003
+1.10234604106E+009, +4.89000569694E-005, +4.47013430982E-003
+1.10498533724E+009, +4.60148916906E-005, +4.48416040667E-003
+1.10762463343E+009, +4.49986978160E-005, +4.49533850693E-003
+1.11026392962E+009, +4.57001183010E-005, +4.50638803418E-003
+1.11290322581E+009, +4.51094826527E-005, +4.51772032092E-003
+1.11554252199E+009, +4.65641297209E-005, +4.52878726652E-003
+1.11818181818E+009, +4.55828695048E-005, +4.54384098984E-003
+1.12082111437E+009, +4.30008311730E-005, +4.54915540873E-003
+1.12346041056E+009, +4.15334192048E-005, +4.56431450761E-003
+1.12609970674E+009, +4.13665939008E-005, +4.57216281971E-003
+1.12873900293E+009, +3.95318645845E-005, +4.58561463898E-003
+1.13137829912E+009, +4.20416218112E-005, +4.59059222082E-003
+1.13401759531E+009, +4.00539915944E-005, +4.60127452936E-003
+1.13665689150E+009, +4.55050134102E-005, +4.60719585120E-003
+1.13929618768E+009, +4.43282429268E-005, +4.61511372701E-003
+1.14193548387E+009, +4.62200527141E-005, +4.62536585331E-003
+1.14457478006E+009, +4.32071524668E-005, +4.63518163102E-003
+1.14721407625E+009, +4.42753743890E-005, +4.63992330770E-003
+1.14985337243E+009, +4.41211894597E-005, +4.65102127454E-003
+1.15249266862E+009, +4.29969935720E-005, +4.65606326333E-003
+1.15513196481E+009, +4.50596358500E-005, +4.66709545417E-003
+1.15777126100E+009, +4.57484514035E-005, +4.67622140944E-003
+1.16041055718E+009, +4.56796553354E-005, +4.68399511187E-003
+1.16304985337E+009, +4.94165055274E-005, +4.69454246868E-003
+1.16568914956E+009, +5.23041409539E-005, +4.69990910424E-003
+1.16832844575E+009, +4.89526363831E-005, +4.71099219021E-003
+1.17096774194E+009, +5.37057710121E-005, +4.72493508786E-003
+1.17360703812E+009, +5.07950278233E-005, +4.73691360706E-003
+1.17624633431E+009, +5.06483544854E-005, +4.74809393127E-003
+1.17888563050E+009, +5.05655635831E-005, +4.76079013589E-003
+1.18152492669E+009, +5.34441978647E-005, +4.77310430804E-003
+1.18416422287E+009, +5.13164975815E-005, +4.78270255814E-003
+1.18680351906E+009, +5.22314349681E-005, +4.79748941802E-003
+1.18944281525E+009, +5.25030197919E-005, +4.80900518281E-003
+1.19208211144E+009, +5.50770790770E-005, +4.81963452255E-003
+1.19472140762E+009, +5.25025331058E-005, +4.83164206403E-003
+1.19736070381E+009, +5.42118828614E-005, +4.84740733836E-003
+1.20000000000E+009, +5.11973968889E-005, +4.85864218647E-003
+1.20263929619E+009, +5.41600920902E-005, +4.86892141324E-003
+1.20527859238E+009, +5.26292005117E-005, +4.88223176704E-003
+1.20791788856E+009, +4.95824180429E-005, +4.89388468155E-003
+1.21055718475E+009, +5.28673361189E-005, +4.91048279292E-003
+1.21319648094E+009, +5.55834581589E-005, +4.91729991251E-003
+1.21583577713E+009, +5.71716346818E-005, +4.93289879605E-003
+1.21847507331E+009, +5.27666328497E-005, +4.94367549482E-003
+1.22111436950E+009, +5.46418061425E-005, +4.96434262940E-003
+1.22375366569E+009, +5.24126357856E-005, +4.97636810417E-003
+1.22639296188E+009, +5.08878092714E-005, +4.98698954405E-003
+1.22903225806E+009, +4.95970051391E-005, +5.00119209533E-003
+1.23167155425E+009, +5.13732720410E-005, +5.01524483730E-003
+1.23431085044E+009, +4.41331943552E-005, +5.02980962540E-003
+1.23695014663E+009, +4.65799645385E-005, +5.03915676633E-003
+1.23958944282E+009, +4.49033719793E-005, +5.04998569459E-003
+1.24222873900E+009, +4.51783887336E-005, +5.05973080414E-003
+1.24486803519E+009, +4.35876491988E-005, +5.06702927285E-003
+1.24750733138E+009, +4.33789451104E-005, +5.08035195788E-003
+1.25014662757E+009, +4.30590101442E-005, +5.09355674667E-003
+1.25278592375E+009, +4.40628980270E-005, +5.10048612578E-003
+1.25542521994E+009, +4.11709392643E-005, +5.11019121020E-003
+1.25806451613E+009, +4.42230332160E-005, +5.11670222272E-003
+1.26070381232E+009, +4.13704371043E-005, +5.13075584585E-003
+1.26334310850E+009, +4.28136754014E-005, +5.13782404617E-003
+1.26598240469E+009, +4.02173189949E-005, +5.14761463721E-003
+1.26862170088E+009, +4.26901050005E-005, +5.15672733929E-003
+1.27126099707E+009, +3.84526078587E-005, +5.17293471951E-003
+1.27390029326E+009, +3.99230206325E-005, +5.17105164537E-003
+1.27653958944E+009, +3.84879773075E-005, +5.18690805671E-003
+1.27917888563E+009, +3.98436353045E-005, +5.20164194289E-003
+1.28181818182E+009, +4.39330714940E-005, +5.20849988515E-003
+1.28445747801E+009, +4.56058188652E-005, +5.21750785256E-003
+1.28709677419E+009, +4.17198904734E-005, +5.22838870524E-003
+1.28973607038E+009, +4.26105044910E-005, +5.24043836574E-003
+1.29237536657E+009, +4.22951395390E-005, +5.24843343390E-003
+1.29501466276E+009, +4.01687661918E-005, +5.25836133996E-003
+1.29765395894E+009, +4.14159308274E-005, +5.26805898221E-003
+1.30029325513E+009, +4.57128721736E-005, +5.27937088504E-003
+1.30293255132E+009, +4.71009100722E-005, +5.29110849733E-003
+1.30557184751E+009, +4.14234770032E-005, +5.30265640042E-003
+1.30821114370E+009, +4.61746132820E-005, +5.31255627937E-003
+1.31085043988E+009, +4.73396133533E-005, +5.32473531913E-003
+1.31348973607E+009, +4.87664052370E-005, +5.33800966330E-003
+1.31612903226E+009, +5.24269874153E-005, +5.35165243125E-003
+1.31876832845E+009, +5.56789631457E-005, +5.36508483620E-003
+1.32140762463E+009, +4.94926801345E-005, +5.38279252888E-003
